ms_subclass,ms_zoning,lot_frontage,lot_area,street,alley,lot_shape,land_contour,utilities,lot_config,land_slope,neighborhood,condition_1,condition_2,bldg_type,house_style,overall_qual,overall_cond,year_built,year_remod_add,roof_style,roof_matl,exterior_1st,exterior_2nd,mas_vnr_type,mas_vnr_area,exter_qual,exter_cond,foundation,bsmt_qual,bsmt_cond,bsmt_exposure,bsmtfin_type_1,bsmtfin_sf_1,bsmtfin_type_2,bsmtfin_sf_2,bsmt_unf_sf,total_bsmt_sf,heating,heating_qc,central_air,electrical,first_flr_sf,second_flr_sf,low_qual_fin_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,kitchen_qual,totrms_abvgrd,functional,fireplaces,fireplace_qu,garage_type,garage_finish,garage_cars,garage_area,garage_qual,garage_cond,paved_drive,wood_deck_sf,open_porch_sf,enclosed_porch,three_season_porch,screen_porch,pool_area,pool_qc,fence,misc_feature,mo_sold,year_sold,sale_type,sale_condition,sale_price,longitude,latitude
ONE_AND_HALF_STORY_FINISHED_ALL_AGES,RESIDENTIAL_MEDIUM_DENSITY,60,5160,PAVE,NO_ALLEY_ACCESS,REGULAR,LVL,ALLPUB,CORNER,GTL,IOWA_DOT_AND_RAIL_ROAD,NORM,NORM,ONEFAM,ONE_AND_HALF_FIN,ABOVE_AVERAGE,ABOVE_AVERAGE,1927,1950,GABLE,COMPSHG,METALSD,METALSD,NONE,0,TYPICAL,FAIR,BRKTIL,TYPICAL,TYPICAL,NO,UNF,7,UNF,0,1204,1204,GASA,TYPICAL,Y,FUSEA,1204,462,0,1666,0,0,1,0,3,1,TYPICAL,4,TYP,0,NO_FIREPLACE,DETCHD,UNF,1,384,FAIR,TYPICAL,PAVED,0,0,148,0,0,0,NO_POOL,NO_FENCE,NONE,8,2009,WD,NORMAL,135000,-93.6250433,42.0242487
ONE_STORY_1945_AND_OLDER,RESIDENTIAL_LOW_DENSITY,50,9340,PAVE,NO_ALLEY_ACCESS,REGULAR,LVL,ALLPUB,INSIDE,GTL,EDWARDS,NORM,NORM,ONEFAM,ONE_STORY,BELOW_AVERAGE,ABOVE_AVERAGE,1941,1950,HIP,COMPSHG,METALSD,METALSD,NONE,0,TYPICAL,TYPICAL,CBLOCK,TYPICAL,TYPICAL,NO,REC,6,UNF,0,328,672,GASA,TYPICAL,Y,SBRKR,672,0,0,672,1,0,1,0,2,1,TYPICAL,4,TYP,0,NO_FIREPLACE,ATTCHD,UNF,1,234,TYPICAL,TYPICAL,DIRT_GRAVEL,0,113,0,0,0,0,NO_POOL,NO_FENCE,NONE,8,2009,WD,NORMAL,113000,-93.66527,42.025996
TWO_STORY_1946_AND_NEWER,RESIDENTIAL_LOW_DENSITY,85,10560,PAVE,NO_ALLEY_ACCESS,REGULAR,LVL,ALLPUB,CORNER,GTL,SAWYER_WEST,NORM,NORM,ONEFAM,TWO_STORY,GOOD,AVERAGE,1993,1994,GABLE,COMPSHG,VINYLSD,VINYLSD,NONE,0,GOOD,GOOD,PCONC,GOOD,GOOD,NO,GLQ,3,UNF,0,605,1079,GASA,EXCELLENT,Y,SBRKR,1079,800,0,1879,1,0,2,1,3,1,GOOD,8,TYP,1,TYPICAL,ATTCHD,RFN,2,473,TYPICAL,TYPICAL,PAVED,400,100,144,0,0,0,NO_POOL,MINIMUM_PRIVACY,NONE,8,2009,WD,NORMAL,239900,-93.682025,42.030623
SPLIT_OR_MULTILEVEL,RESIDENTIAL_LOW_DENSITY,0,12800,PAVE,NO_ALLEY_ACCESS,REGULAR,LOW,ALLPUB,INSIDE,MOD,SAWYER_WEST,NORM,NORM,ONEFAM,SLVL,GOOD,AVERAGE,1989,1989,GABLE,COMPSHG,WD_SDNG,WD_SDNG,BRKFACE,145,GOOD,TYPICAL,PCONC,GOOD,TYPICAL,GD,GLQ,3,UNF,0,0,1518,GASA,GOOD,Y,SBRKR,1644,0,0,1644,1,1,2,0,2,1,GOOD,5,TYP,1,TYPICAL,ATTCHD,FIN,2,569,TYPICAL,TYPICAL,PAVED,80,0,0,0,396,0,NO_POOL,NO_FENCE,NONE,8,2009,WD,NORMAL,275000,-93.685125,42.029772
TWO_STORY_1946_AND_NEWER,RESIDENTIAL_LOW_DENSITY,65,15426,PAVE,NO_ALLEY_ACCESS,SLIGHTLY_IRREGULAR,LVL,ALLPUB,INSIDE,GTL,COLLEGE_CREEK,NORM,NORM,ONEFAM,TWO_STORY,ABOVE_AVERAGE,AVERAGE,1997,1997,GABLE,COMPSHG,VINYLSD,VINYLSD,NONE,0,TYPICAL,TYPICAL,PCONC,GOOD,TYPICAL,NO,GLQ,3,UNF,0,107,928,GASA,EXCELLENT,Y,SBRKR,928,836,0,1764,1,0,2,1,3,1,GOOD,7,TYP,0,NO_FIREPLACE,ATTCHD,RFN,2,470,TYPICAL,TYPICAL,PAVED,276,99,0,0,0,0,NO_POOL,MINIMUM_PRIVACY,NONE,8,2009,WD,NORMAL,231500,-93.688372,42.021207
ONE_STORY_1946_AND_NEWER_ALL_STYLES,RESIDENTIAL_LOW_DENSITY,60,8430,PAVE,NO_ALLEY_ACCESS,REGULAR,HLS,ALLPUB,INSIDE,MOD,COLLEGE_CREEK,NORM,NORM,ONEFAM,ONE_STORY,AVERAGE,AVERAGE,1978,1978,GABLE,COMPSHG,HDBOARD,HDBOARD,BRKFACE,136,TYPICAL,TYPICAL,CBLOCK,GOOD,TYPICAL,NO,REC,6,UNF,0,424,1040,GASA,TYPICAL,Y,SBRKR,1040,0,0,1040,0,0,2,0,3,1,TYPICAL,5,TYP,0,NO_FIREPLACE,NO_GARAGE,NO_GARAGE,0,0,NO_GARAGE,NO_GARAGE,PAVED,0,0,0,0,0,0,NO_POOL,NO_FENCE,NONE,8,2009,WD,NORMAL,124000,-93.686916,42.021384
ONE_STORY_1946_AND_NEWER_ALL_STYLES,RESIDENTIAL_LOW_DENSITY,36,15523,PAVE,NO_ALLEY_ACCESS,SLIGHTLY_IRREGULAR,LVL,ALLPUB,CULDSAC,GTL,COLLEGE_CREEK,NORM,NORM,ONEFAM,ONE_STORY,AVERAGE,ABOVE_AVERAGE,1972,1972,GABLE,COMPSHG,HDBOARD,PLYWOOD,NONE,0,TYPICAL,TYPICAL,CBLOCK,TYPICAL,TYPICAL,AV,BLQ,2,UNF,0,404,864,GASA,EXCELLENT,Y,SBRKR,864,0,0,864,1,0,1,0,3,1,TYPICAL,5,TYP,1,FAIR,ATTCHD,UNF,1,338,TYPICAL,TYPICAL,PAVED,0,0,0,0,0,0,NO_POOL,NO_FENCE,NONE,8,2009,WD,NORMAL,133500,-93.683157,42.020666
ONE_STORY_1946_AND_NEWER_ALL_STYLES,RESIDENTIAL_LOW_DENSITY,70,8750,PAVE,NO_ALLEY_ACCESS,REGULAR,LVL,ALLPUB,INSIDE,GTL,COLLEGE_CREEK,NORM,NORM,ONEFAM,ONE_STORY,GOOD,AVERAGE,1997,1998,GABLE,COMPSHG,VINYLSD,VINYLSD,BRKFACE,209,GOOD,TYPICAL,PCONC,GOOD,TYPICAL,AV,GLQ,3,UNF,0,306,1417,GASA,EXCELLENT,Y,SBRKR,1417,0,0,1417,1,0,2,0,3,1,GOOD,7,TYP,1,TYPICAL,ATTCHD,UNF,2,511,TYPICAL,TYPICAL,PAVED,60,0,0,0,117,0,NO_POOL,NO_FENCE,NONE,8,2009,WD,NORMAL,210000,-93.681343,42.018006
ONE_STORY_1946_AND_NEWER_ALL_STYLES,RESIDENTIAL_LOW_DENSITY,63,8487,PAVE,NO_ALLEY_ACCESS,REGULAR,LVL,ALLPUB,FR2,GTL,COLLEGE_CREEK,NORM,NORM,ONEFAM,ONE_STORY,GOOD,AVERAGE,2004,2004,GABLE,COMPSHG,VINYLSD,VINYLSD,BRKFACE,210,GOOD,TYPICAL,PCONC,GOOD,TYPICAL,AV,GLQ,3,UNF,0,1480,1500,GASA,EXCELLENT,Y,SBRKR,1500,0,0,1500,0,0,2,0,3,1,GOOD,6,TYP,0,NO_FIREPLACE,ATTCHD,RFN,2,570,TYPICAL,TYPICAL,PAVED,192,36,0,0,0,0,NO_POOL,NO_FENCE,NONE,8,2009,WD,NORMAL,190000,-93.686051,42.014054
DUPLEX_ALL_STYLES_AND_AGES,RESIDENTIAL_LOW_DENSITY,65,10926,PAVE,NO_ALLEY_ACCESS,REGULAR,LVL,ALLPUB,INSIDE,GTL,EDWARDS,NORM,NORM,DUPLEX,ONE_STORY,AVERAGE,AVERAGE,1959,1959,HIP,COMPSHG,VINYLSD,VINYLSD,BRKFACE,74,TYPICAL,TYPICAL,CBLOCK,TYPICAL,TYPICAL,NO,UNF,7,UNF,0,1678,1678,GASA,TYPICAL,Y,SBRKR,1678,0,0,1678,0,0,2,0,6,2,TYPICAL,10,TYP,0,NO_FIREPLACE,NO_GARAGE,NO_GARAGE,0,0,NO_GARAGE,NO_GARAGE,PAVED,0,0,0,0,0,0,NO_POOL,NO_FENCE,NONE,8,2009,WD,NORMAL,119900,-93.6644024,42.01822
ONE_AND_HALF_STORY_FINISHED_ALL_AGES,RESIDENTIAL_LOW_DENSITY,67,12354,PAVE,GRAVEL,REGULAR,LVL,ALLPUB,CORNER,GTL,EDWARDS,NORM,NORM,ONEFAM,ONE_AND_HALF_FIN,ABOVE_AVERAGE,VERY_GOOD,1920,2000,GABLE,COMPSHG,WD_SDNG,WD_SDNG,NONE,0,TYPICAL,TYPICAL,BRKTIL,TYPICAL,FAIR,MN,UNF,7,UNF,0,684,684,GASA,GOOD,Y,SBRKR,684,512,0,1196,0,0,1,0,3,1,GOOD,7,TYP,0,NO_FIREPLACE,DETCHD,UNF,2,528,TYPICAL,TYPICAL,PAVED,0,46,0,0,0,0,NO_POOL,GOOD_PRIVACY,SHED,8,2009,CONLI,NORMAL,110000,-93.657963,42.022092
TWO_AND_HALF_STORY_ALL_AGES,RESIDENTIAL_LOW_DENSITY,102,15863,PAVE,NO_ALLEY_ACCESS,REGULAR,LVL,ALLPUB,CORNER,GTL,SOUTH_AND_WEST_OF_IOWA_STATE_UNIVERSITY,NORM,NORM,ONEFAM,TWO_AND_HALF_FIN,GOOD,FAIR,1920,1970,GABLE,COMPSHG,WD_SDNG,PLYWOOD,NONE,0,TYPICAL,TYPICAL,BRKTIL,TYPICAL,TYPICAL,NO,GLQ,3,UNF,0,301,824,GASA,EXCELLENT,Y,SBRKR,1687,998,397,3082,1,0,2,1,5,1,TYPICAL,12,TYP,2,TYPICAL,BASMENT,FIN,2,672,TYPICAL,TYPICAL,PAVED,136,63,0,0,0,0,NO_POOL,NO_FENCE,NONE,8,2009,WD,NORMAL,197000,-93.651669,42.016182
ONE_AND_HALF_STORY_FINISHED_ALL_AGES,RESIDENTIAL_LOW_DENSITY,52,6292,PAVE,NO_ALLEY_ACCESS,REGULAR,LVL,ALLPUB,INSIDE,GTL,SOUTH_AND_WEST_OF_IOWA_STATE_UNIVERSITY,NORM,NORM,ONEFAM,ONE_AND_HALF_FIN,GOOD,GOOD,1928,1950,GABLE,COMPSHG,WD_SDNG,WD_SDNG,NONE,0,TYPICAL,TYPICAL,BRKTIL,TYPICAL,TYPICAL,NO,UNF,7,UNF,0,861,861,GASA,GOOD,Y,SBRKR,877,600,0,1477,0,1,2,0,3,1,TYPICAL,6,TYP,1,GOOD,DETCHD,UNF,1,216,TYPICAL,TYPICAL,PAVED,0,50,0,0,0,0,NO_POOL,NO_FENCE,NONE,8,2009,WD,NORMAL,145000,-93.648419,42.016835
ONE_STORY_1945_AND_OLDER,RESIDENTIAL_LOW_DENSITY,80,13360,PAVE,GRAVEL,SLIGHTLY_IRREGULAR,HLS,ALLPUB,INSIDE,GTL,CRAWFORD,NORM,NORM,ONEFAM,ONE_STORY,AVERAGE,GOOD,1921,2006,GABLE,COMPSHG,WD_SDNG,WD_SDNG,NONE,0,TYPICAL,GOOD,BRKTIL,GOOD,TYPICAL,NO,ALQ,1,UNF,0,163,876,GASA,EXCELLENT,Y,SBRKR,964,0,0,964,1,0,1,0,2,1,TYPICAL,5,TYP,0,NO_FIREPLACE,DETCHD,UNF,2,432,TYPICAL,TYPICAL,PAVED,0,0,44,0,0,0,NO_POOL,NO_FENCE,NONE,8,2009,WD,NORMAL,163500,-93.640592,42.017574
ONE_STORY_1946_AND_NEWER_ALL_STYLES,RESIDENTIAL_LOW_DENSITY,80,14000,PAVE,NO_ALLEY_ACCESS,REGULAR,LVL,ALLPUB,INSIDE,GTL,CRAWFORD,NORM,NORM,ONEFAM,ONE_STORY,ABOVE_AVERAGE,VERY_GOOD,1950,2004,GABLE,COMPSHG,HDBOARD,HDBOARD,NONE,0,TYPICAL,GOOD,CBLOCK,TYPICAL,TYPICAL,NO,UNF,7,UNF,0,1092,1092,GASA,EXCELLENT,Y,SBRKR,1152,0,0,1152,0,1,1,0,3,1,GOOD,6,TYP,1,GOOD,ATTCHD,UNF,1,300,TYPICAL,TYPICAL,PAVED,0,36,0,0,0,0,NO_POOL,GOOD_PRIVACY,NONE,8,2009,WD,FAMILY,158500,-93.641356,42.013753
ONE_AND_HALF_STORY_FINISHED_ALL_AGES,RESIDENTIAL_LOW_DENSITY,48,12822,PAVE,NO_ALLEY_ACCESS,SLIGHTLY_IRREGULAR,LVL,ALLPUB,CULDSAC,GTL,MITCHELL,NORM,NORM,ONEFAM,ONE_AND_HALF_FIN,GOOD,AVERAGE,2003,2003,GABLE,COMPSHG,VINYLSD,VINYLSD,NONE,0,GOOD,TYPICAL,PCONC,EXCELLENT,TYPICAL,NO,GLQ,3,UNF,0,83,1434,GASA,EXCELLENT,Y,SBRKR,1518,631,0,2149,1,0,1,1,1,1,GOOD,6,TYP,1,EXCELLENT,ATTCHD,RFN,2,670,TYPICAL,TYPICAL,PAVED,168,43,0,0,198,0,NO_POOL,NO_FENCE,NONE,8,2009,WD,ABNORML,239686,-93.607252,41.996672
DUPLEX_ALL_STYLES_AND_AGES,RESIDENTIAL_LOW_DENSITY,75,10125,PAVE,NO_ALLEY_ACCESS,REGULAR,LVL,ALLPUB,INSIDE,GTL,MITCHELL,NORM,NORM,DUPLEX,ONE_AND_HALF_FIN,AVERAGE,AVERAGE,1977,1977,GABLE,COMPSHG,PLYWOOD,PLYWOOD,NONE,0,TYPICAL,TYPICAL,CBLOCK,NO_BASEMENT,NO_BASEMENT,NO_BASEMENT,NO_BASEMENT,5,NO_BASEMENT,0,0,0,GASA,TYPICAL,Y,SBRKR,1302,432,0,1734,0,0,2,0,4,2,GOOD,8,TYP,0,NO_FIREPLACE,ATTCHD,UNF,2,539,TYPICAL,TYPICAL,PAVED,0,0,0,0,0,0,NO_POOL,NO_FENCE,NONE,8,2009,COD,NORMAL,126000,-93.604519,41.996919
TWO_STORY_PUD_1946_AND_NEWER,RESIDENTIAL_MEDIUM_DENSITY,21,2217,PAVE,NO_ALLEY_ACCESS,REGULAR,LVL,ALLPUB,INSIDE,GTL,MEADOW_VILLAGE,NORM,NORM,TWNHSE,TWO_STORY,BELOW_AVERAGE,BELOW_AVERAGE,1970,1970,GABLE,COMPSHG,CEMNTBD,CMENTBD,NONE,0,TYPICAL,TYPICAL,CBLOCK,TYPICAL,TYPICAL,NO,BLQ,2,LWQ,273,0,546,GASA,TYPICAL,Y,SBRKR,546,546,0,1092,0,0,1,1,3,1,TYPICAL,6,TYP,0,NO_FIREPLACE,ATTCHD,RFN,1,286,TYPICAL,TYPICAL,PAVED,238,0,0,0,0,0,NO_POOL,NO_FENCE,NONE,8,2009,WD,NORMAL,88000,-93.60176,41.991786
SPLIT_OR_MULTILEVEL,RESIDENTIAL_LOW_DENSITY,62,7706,PAVE,NO_ALLEY_ACCESS,REGULAR,LVL,ALLPUB,INSIDE,GTL,MITCHELL,NORM,NORM,ONEFAM,SLVL,ABOVE_AVERAGE,AVERAGE,1993,1996,GABLE,COMPSHG,HDBOARD,HDBOARD,NONE,0,TYPICAL,GOOD,CBLOCK,GOOD,TYPICAL,AV,REC,6,GLQ,270,0,384,GASA,EXCELLENT,Y,SBRKR,1091,0,0,1091,0,1,1,0,2,1,TYPICAL,5,TYP,0,NO_FIREPLACE,ATTCHD,FIN,1,429,TYPICAL,TYPICAL,PAVED,280,0,0,0,0,0,NO_POOL,NO_FENCE,SHED,8,2009,WD,NORMAL,131250,-93.606688,41.987535
SPLIT_OR_MULTILEVEL,RESIDENTIAL_LOW_DENSITY,75,13860,PAVE,NO_ALLEY_ACCESS,REGULAR,LVL,ALLPUB,INSIDE,GTL,NORTH_AMES,NORM,NORM,ONEFAM,SLVL,VERY_GOOD,GOOD,1972,1995,GABLE,COMPSHG,PLYWOOD,WD_SDNG,NONE,0,GOOD,TYPICAL,CBLOCK,GOOD,TYPICAL,GD,GLQ,3,UNF,0,542,1952,GASA,GOOD,Y,SBRKR,2000,704,0,2704,1,0,2,1,4,1,EXCELLENT,9,TYP,3,TYPICAL,ATTCHD,FIN,2,538,TYPICAL,TYPICAL,PAVED,269,111,0,0,0,0,NO_POOL,MINIMUM_PRIVACY,NONE,7,2009,WD,NORMAL,345000,-93.615524,42.049322
TWO_STORY_1946_AND_NEWER,RESIDENTIAL_LOW_DENSITY,88,10179,PAVE,NO_ALLEY_ACCESS,SLIGHTLY_IRREGULAR,LVL,ALLPUB,CORNER,GTL,GILBERT,NORM,NORM,ONEFAM,TWO_STORY,ABOVE_AVERAGE,AVERAGE,1997,1997,GABLE,COMPSHG,VINYLSD,VINYLSD,NONE,0,TYPICAL,TYPICAL,PCONC,GOOD,TYPICAL,NO,ALQ,1,UNF,0,98,945,GASA,EXCELLENT,Y,SBRKR,945,663,0,1608,0,0,2,1,3,1,TYPICAL,7,TYP,1,TYPICAL,ATTCHD,FIN,2,470,TYPICAL,TYPICAL,PAVED,252,30,0,0,0,0,NO_POOL,NO_FENCE,NONE,7,2009,WD,NORMAL,189500,-93.639388,42.059956
ONE_STORY_PUD_1946_AND_NEWER,RESIDENTIAL_LOW_DENSITY,61,7380,PAVE,NO_ALLEY_ACCESS,SLIGHTLY_IRREGULAR,LVL,ALLPUB,CORNER,GTL,STONE_BROOK,NORM,NORM,ONEFAM,ONE_STORY,VERY_GOOD,AVERAGE,1998,1998,GABLE,COMPSHG,CEMNTBD,CMENTBD,NONE,0,TYPICAL,TYPICAL,PCONC,GOOD,TYPICAL,AV,GLQ,3,UNF,0,1077,1418,GASA,EXCELLENT,Y,SBRKR,1478,0,0,1478,1,0,2,0,2,1,TYPICAL,5,TYP,0,NO_FIREPLACE,ATTCHD,FIN,2,495,TYPICAL,TYPICAL,PAVED,168,43,0,0,0,0,NO_POOL,NO_FENCE,NONE,7,2009,WD,NORMAL,240000,-93.633547,42.061633
TWO_STORY_1946_AND_NEWER,RESIDENTIAL_LOW_DENSITY,0,8803,PAVE,NO_ALLEY_ACCESS,SLIGHTLY_IRREGULAR,LVL,ALLPUB,INSIDE,GTL,GILBERT,NORM,NORM,ONEFAM,TWO_STORY,ABOVE_AVERAGE,AVERAGE,1994,1995,GABLE,COMPSHG,HDBOARD,HDBOARD,NONE,0,TYPICAL,TYPICAL,PCONC,GOOD,TYPICAL,NO,GLQ,3,UNF,0,107,707,GASA,GOOD,Y,SBRKR,707,809,0,1516,1,0,2,1,3,1,GOOD,7,TYP,1,TYPICAL,ATTCHD,FIN,2,409,TYPICAL,TYPICAL,PAVED,0,46,0,0,0,0,NO_POOL,NO_FENCE,NONE,7,2009,WD,NORMAL,181316,-93.637671,42.059645
ONE_STORY_1946_AND_NEWER_ALL_STYLES,RESIDENTIAL_LOW_DENSITY,0,9248,PAVE,NO_ALLEY_ACCESS,SLIGHTLY_IRREGULAR,LVL,ALLPUB,INSIDE,GTL,GILBERT,NORM,NORM,ONEFAM,ONE_STORY,ABOVE_AVERAGE,ABOVE_AVERAGE,1992,1992,GABLE,COMPSHG,HDBOARD,HDBOARD,BRKFACE,106,TYPICAL,TYPICAL,PCONC,GOOD,TYPICAL,NO,GLQ,3,UNF,0,598,1158,GASA,GOOD,Y,SBRKR,1167,0,0,1167,1,0,2,0,3,1,GOOD,6,TYP,0,NO_FIREPLACE,ATTCHD,RFN,2,400,TYPICAL,TYPICAL,PAVED,120,26,0,0,0,0,NO_POOL,NO_FENCE,NONE,7,2009,WD,NORMAL,173000,-93.636047,42.057854
ONE_STORY_1946_AND_NEWER_ALL_STYLES,RESIDENTIAL_LOW_DENSITY,63,17423,PAVE,NO_ALLEY_ACCESS,SLIGHTLY_IRREGULAR,LVL,ALLPUB,CULDSAC,GTL,STONE_BROOK,NORM,NORM,ONEFAM,ONE_STORY,EXCELLENT,AVERAGE,2008,2009,HIP,COMPSHG,VINYLSD,VINYLSD,STONE,748,EXCELLENT,TYPICAL,PCONC,EXCELLENT,TYPICAL,NO,GLQ,3,UNF,0,312,2216,GASA,EXCELLENT,Y,SBRKR,2234,0,0,2234,1,0,2,0,1,1,EXCELLENT,9,TYP,1,GOOD,ATTCHD,FIN,3,1166,TYPICAL,TYPICAL,PAVED,0,60,0,0,0,0,NO_POOL,NO_FENCE,NONE,7,2009,NEW,PARTIAL,501837,-93.627751,42.060265
ONE_STORY_1946_AND_NEWER_ALL_STYLES,RESIDENTIAL_LOW_DENSITY,80,11844,PAVE,NO_ALLEY_ACCESS,SLIGHTLY_IRREGULAR,LVL,ALLPUB,INSIDE,GTL,STONE_BROOK,NORM,NORM,ONEFAM,ONE_STORY,VERY_GOOD,AVERAGE,2008,2008,HIP,COMPSHG,VINYLSD,VINYLSD,STONE,464,GOOD,TYPICAL,PCONC,EXCELLENT,TYPICAL,MN,UNF,7,UNF,0,2046,2046,GASA,EXCELLENT,Y,SBRKR,2046,0,0,2046,0,0,2,1,3,1,GOOD,7,TYP,1,GOOD,ATTCHD,FIN,3,834,TYPICAL,TYPICAL,PAVED,322,82,0,0,0,0,NO_POOL,NO_FENCE,NONE,7,2009,NEW,PARTIAL,372500,-93.628639,42.059817
TWO_STORY_1946_AND_NEWER,RESIDENTIAL_LOW_DENSITY,85,11900,PAVE,NO_ALLEY_ACCESS,REGULAR,LVL,ALLPUB,INSIDE,GTL,GILBERT,NORM,NORM,ONEFAM,TWO_STORY,AVERAGE,ABOVE_AVERAGE,1977,1977,GABLE,COMPSHG,HDBOARD,WD_SDNG,BRKFACE,157,TYPICAL,TYPICAL,PCONC,GOOD,TYPICAL,NO,ALQ,1,UNF,0,722,1122,GASA,EXCELLENT,Y,SBRKR,946,988,0,1934,1,0,2,1,3,1,TYPICAL,6,TYP,1,TYPICAL,ATTCHD,UNF,2,567,TYPICAL,TYPICAL,PARTIAL_PAVEMENT,0,176,0,0,200,0,NO_POOL,NO_FENCE,NONE,7,2009,WD,NORMAL,185000,-93.623975,42.056796
ONE_STORY_1946_AND_NEWER_ALL_STYLES,RESIDENTIAL_LOW_DENSITY,80,9600,PAVE,NO_ALLEY_ACCESS,REGULAR,LVL,ALLPUB,INSIDE,GTL,NORTHWEST_AMES,POSN,NORM,ONEFAM,ONE_STORY,VERY_GOOD,AVERAGE,1981,1981,HIP,WDSHNGL,BRKFACE,BRKFACE,NONE,0,GOOD,TYPICAL,PCONC,GOOD,TYPICAL,NO,ALQ,1,UNF,0,1420,2524,GASA,TYPICAL,Y,SBRKR,2524,0,0,2524,1,0,2,1,4,1,GOOD,9,TYP,1,GOOD,ATTCHD,FIN,2,542,TYPICAL,TYPICAL,PAVED,474,120,0,0,0,0,NO_POOL,MINIMUM_PRIVACY,NONE,7,2009,WD,NORMAL,278000,-93.633796,42.052915
ONE_STORY_1946_AND_NEWER_ALL_STYLES,RESIDENTIAL_LOW_DENSITY,61,7930,PAVE,NO_ALLEY_ACCESS,REGULAR,LVL,ALLPUB,INSIDE,GTL,NORTH_AMES,NORM,NORM,ONEFAM,ONE_STORY,ABOVE_AVERAGE,VERY_GOOD,1969,2005,GABLE,COMPSHG,PLYWOOD,PLYWOOD,NONE,0,TYPICAL,TYPICAL,CBLOCK,TYPICAL,TYPICAL,NO,GLQ,3,LWQ,472,115,1026,GASA,GOOD,Y,SBRKR,1026,0,0,1026,1,0,1,0,3,1,GOOD,5,TYP,0,NO_FIREPLACE,DETCHD,RFN,2,440,TYPICAL,TYPICAL,PAVED,171,48,0,0,0,0,NO_POOL,NO_FENCE,NONE,7,2009,WD,NORMAL,156000,-93.628707,42.055228
ONE_STORY_1946_AND_NEWER_ALL_STYLES,RESIDENTIAL_LOW_DENSITY,0,8510,PAVE,NO_ALLEY_ACCESS,SLIGHTLY_IRREGULAR,LVL,ALLPUB,INSIDE,GTL,NORTH_AMES,NORM,NORM,ONEFAM,ONE_STORY,AVERAGE,GOOD,1971,1971,GABLE,COMPSHG,PLYWOOD,PLYWOOD,BRKFACE,178,TYPICAL,TYPICAL,CBLOCK,GOOD,TYPICAL,NO,ALQ,1,UNF,0,543,1043,GASA,EXCELLENT,Y,SBRKR,1050,0,0,1050,1,0,1,1,3,1,TYPICAL,6,TYP,0,NO_FIREPLACE,ATTCHD,UNF,1,336,TYPICAL,TYPICAL,PAVED,0,0,0,0,0,0,NO_POOL,NO_FENCE,NONE,7,2009,WD,NORMAL,143000,-93.62655,42.055154
ONE_STORY_1946_AND_NEWER_ALL_STYLES,RESIDENTIAL_LOW_DENSITY,70,8120,PAVE,NO_ALLEY_ACCESS,REGULAR,LVL,ALLPUB,INSIDE,GTL,NORTH_AMES,NORM,NORM,ONEFAM,ONE_STORY,BELOW_AVERAGE,GOOD,1970,1970,GABLE,COMPSHG,METALSD,METALSD,NONE,0,TYPICAL,GOOD,CBLOCK,TYPICAL,TYPICAL,NO,ALQ,1,UNF,0,673,864,GASA,EXCELLENT,Y,SBRKR,864,0,0,864,0,0,1,0,3,1,TYPICAL,5,TYP,0,NO_FIREPLACE,DETCHD,UNF,2,463,TYPICAL,TYPICAL,PAVED,0,0,0,0,0,0,NO_POOL,NO_FENCE,NONE,7,2009,WD,NORMAL,124500,-93.625542,42.053307
ONE_STORY_1946_AND_NEWER_ALL_STYLES,RESIDENTIAL_LOW_DENSITY,60,9000,PAVE,NO_ALLEY_ACCESS,REGULAR,LVL,ALLPUB,FR2,GTL,NORTH_AMES,NORM,NORM,ONEFAM,ONE_STORY,BELOW_AVERAGE,GOOD,1971,2006,GABLE,COMPSHG,VINYLSD,VINYLSD,NONE,0,TYPICAL,GOOD,CBLOCK,TYPICAL,TYPICAL,NO,ALQ,1,UNF,0,624,864,GASA,GOOD,Y,SBRKR,864,0,0,864,0,0,1,0,3,1,TYPICAL,5,TYP,0,NO_FIREPLACE,DETCHD,UNF,2,576,TYPICAL,TYPICAL,PAVED,200,0,0,0,0,0,NO_POOL,GOOD_WOOD,NONE,7,2009,WD,NORMAL,130000,-93.6223289,42.056461
TWO_STORY_PUD_1946_AND_NEWER,RESIDENTIAL_MEDIUM_DENSITY,21,1680,PAVE,NO_ALLEY_ACCESS,REGULAR,LVL,ALLPUB,INSIDE,GTL,BRIARDALE,NORM,NORM,TWNHS,TWO_STORY,ABOVE_AVERAGE,AVERAGE,1973,1973,GABLE,COMPSHG,HDBOARD,HDBOARD,BRKFACE,504,TYPICAL,TYPICAL,CBLOCK,TYPICAL,TYPICAL,NO,BLQ,2,UNF,0,229,483,GASA,TYPICAL,Y,SBRKR,483,504,0,987,1,0,1,1,2,1,TYPICAL,5,TYP,0,NO_FIREPLACE,DETCHD,UNF,1,264,TYPICAL,TYPICAL,PAVED,0,0,0,0,0,0,NO_POOL,NO_FENCE,NONE,7,2009,WD,NORMAL,111000,-93.627396,42.052758
